decade,tried,deaths,country
1660,1,1,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,15,NA,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,1,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,1,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1660,1,0,United Kingdom
1670,3,NA,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,1,United Kingdom
1670,1,1,United Kingdom
1670,1,1,United Kingdom
1670,1,0,United Kingdom
1670,1,1,United Kingdom
1670,1,1,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,NA,United Kingdom
1670,1,NA,United Kingdom
1670,1,NA,United Kingdom
1670,1,0,United Kingdom
1670,1,NA,United Kingdom
1670,1,NA,United Kingdom
1670,1,NA,United Kingdom
1670,1,NA,United Kingdom
1670,1,0,United Kingdom
1670,1,NA,United Kingdom
1670,1,0,United Kingdom
1670,1,NA,United Kingdom
1670,1,NA,United Kingdom
1670,1,NA,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,NA,United Kingdom
1670,1,1,United Kingdom
1670,1,0,United Kingdom
1670,1,NA,United Kingdom
1670,1,NA,United Kingdom
1670,1,NA,United Kingdom
1670,1,NA,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,1,United Kingdom
1670,1,1,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,NA,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,1,United Kingdom
1670,1,1,United Kingdom
1670,1,1,United Kingdom
1670,1,1,United Kingdom
1670,1,0,United Kingdom
1670,1,1,United Kingdom
1670,1,0,United Kingdom
1670,1,1,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,1,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,1,United Kingdom
1670,1,1,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,1,United Kingdom
1670,1,1,United Kingdom
1670,1,1,United Kingdom
1670,1,1,United Kingdom
1670,1,0,United Kingdom
1670,1,1,United Kingdom
1670,1,1,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1670,1,0,United Kingdom
1680,1,0,United Kingdom
1680,1,0,United Kingdom
1680,1,NA,United Kingdom
1680,1,NA,United Kingdom
1680,1,NA,United Kingdom
1680,1,NA,United Kingdom
1680,1,NA,United Kingdom
1680,1,NA,United Kingdom
1680,1,0,United Kingdom
1680,1,0,United Kingdom
1680,1,0,United Kingdom
1680,1,0,United Kingdom
1680,1,0,United Kingdom
1680,1,0,United Kingdom
1680,1,NA,United Kingdom
1680,1,0,United Kingdom
1680,1,0,United Kingdom
1680,1,0,United Kingdom
1680,1,0,United Kingdom
1680,1,0,United Kingdom
1680,1,0,United Kingdom
1680,1,0,United Kingdom
1680,1,0,United Kingdom
1680,1,0,United Kingdom
1680,1,0,United Kingdom
1680,1,0,United Kingdom
1680,1,0,United Kingdom
1680,1,0,United Kingdom
1680,1,0,United Kingdom
1680,1,NA,United Kingdom
1680,1,0,United Kingdom
1680,1,0,United Kingdom
1690,1,NA,United Kingdom
1690,1,NA,United Kingdom
1690,1,1,United Kingdom
1690,1,1,United Kingdom
1690,1,NA,United Kingdom
1690,1,1,United Kingdom
1690,1,1,United Kingdom
1690,1,0,United Kingdom
1690,1,1,United Kingdom
1690,1,1,United Kingdom
1690,6,NA,United Kingdom
1690,1,NA,United Kingdom
1690,1,NA,United Kingdom
1690,1,0,United Kingdom
1690,1,NA,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,NA,United Kingdom
1690,1,NA,United Kingdom
1690,1,NA,United Kingdom
1690,1,NA,United Kingdom
1690,3,NA,United Kingdom
1690,1,0,United Kingdom
1690,3,NA,United Kingdom
1690,3,NA,United Kingdom
1690,3,NA,United Kingdom
1690,1,0,United Kingdom
1690,3,NA,United Kingdom
1690,3,NA,United Kingdom
1690,1,NA,United Kingdom
1690,1,NA,United Kingdom
1690,1,NA,United Kingdom
1690,1,NA,United Kingdom
1690,1,NA,United Kingdom
1690,3,NA,United Kingdom
1690,3,NA,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,4,NA,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1690,1,1,United Kingdom
1690,1,0,United Kingdom
1690,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,0,United Kingdom
1700,1,NA,United Kingdom
1700,1,0,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,3,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,NA,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,3,NA,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,3,NA,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1700,1,0,United Kingdom
1710,1,0,United Kingdom
1710,1,0,United Kingdom
1710,1,0,United Kingdom
1710,1,0,United Kingdom
1710,3,NA,United Kingdom
1710,1,NA,United Kingdom
1710,1,NA,United Kingdom
1710,1,NA,United Kingdom
1710,1,0,United Kingdom
1710,1,0,United Kingdom
1720,3,NA,United Kingdom
1720,1,NA,United Kingdom
1720,3,NA,United Kingdom
1720,1,NA,United Kingdom
1720,3,NA,United Kingdom
1720,1,0,United Kingdom
1610,4,NA,Spain
1610,158,NA,Spain
1610,219,NA,Spain
1610,101,NA,Spain
1610,253,NA,Spain
1610,94,NA,Spain
1610,129,NA,Spain
1610,169,NA,Spain
1610,95,NA,Spain
1610,129,NA,Spain
1610,47,NA,Spain
1610,90,NA,Spain
1610,60,NA,Spain
1610,1,NA,Spain
1610,11,NA,Spain
1610,20,NA,Spain
1610,1,NA,Spain
1610,13,NA,Spain
1610,166,NA,Spain
1610,111,NA,Spain
1610,48,NA,Spain
1610,11,NA,Spain
1610,4,NA,Spain
1610,9,NA,Spain
1610,1,NA,Spain
1610,2,NA,Spain
1580,7,5,France
1580,10,6,France
1580,6,5,France
1580,10,9,France
1580,5,4,France
1580,8,7,France
1580,21,17,France
1590,7,5,France
1590,10,6,France
1590,6,5,France
1590,10,9,France
1590,5,4,France
1590,8,7,France
1590,21,17,France
1600,7,5,France
1600,10,6,France
1600,6,5,France
1600,10,9,France
1600,5,4,France
1600,8,7,France
1600,21,17,France
1610,7,5,France
1610,10,6,France
1610,6,5,France
1610,10,9,France
1610,5,4,France
1610,8,7,France
1610,21,17,France
1620,7,5,France
1620,10,6,France
1620,6,5,France
1620,10,9,France
1620,5,4,France
1620,8,7,France
1620,21,17,France
1630,7,5,France
1630,10,6,France
1630,6,5,France
1630,10,9,France
1630,5,4,France
1630,8,7,France
1630,21,17,France
1580,5,3,Germany
1580,10,3,Germany
1580,12,9,Germany
1580,3,2,Germany
1580,10,9,Germany
1590,5,3,Germany
1590,10,3,Germany
1590,12,9,Germany
1590,3,2,Germany
1590,10,9,Germany
1600,5,3,Germany
1600,10,3,Germany
1600,12,9,Germany
1600,3,2,Germany
1600,10,9,Germany
1610,5,3,Germany
1610,10,3,Germany
1610,12,9,Germany
1610,3,2,Germany
1610,10,9,Germany
1620,5,3,Germany
1620,10,3,Germany
1620,12,9,Germany
1620,3,2,Germany
1620,10,9,Germany
1630,5,3,Germany
1630,10,3,Germany
1630,12,9,Germany
1630,3,2,Germany
1630,10,9,Germany
1450,1,0,Netherlands
1520,1,0,Netherlands
1540,1,1,Netherlands
1540,1,0,Netherlands
1560,1,0,Netherlands
1560,1,1,Netherlands
1560,1,1,Netherlands
1590,1,0,Netherlands
1590,1,0,Netherlands
1590,1,0,Netherlands
1600,1,0,Netherlands
1600,1,0,Netherlands
1610,2,0,Netherlands
1610,1,0,Netherlands
1610,1,0,Netherlands
1620,1,0,Netherlands
1640,1,0,Netherlands
1640,1,0,Netherlands
1640,1,0,Netherlands
1650,1,0,Netherlands
1650,1,0,Netherlands
1650,1,0,Netherlands
1650,1,0,Netherlands
1650,1,0,Netherlands
1650,1,0,Netherlands
1660,1,0,Netherlands
1660,1,0,Netherlands
1660,1,0,Netherlands
1660,1,0,Netherlands
1660,1,0,Netherlands
1670,1,0,Netherlands
1670,1,0,Netherlands
1680,2,0,Netherlands
1680,1,0,Netherlands
1680,1,0,Netherlands
1710,3,0,Netherlands
1720,1,0,Netherlands
1830,1,0,Netherlands
1850,1,0,Netherlands
1580,1,NA,Germany
1590,4,NA,Germany
1590,3,NA,Germany
1590,1,NA,Germany
1590,3,NA,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1600,7,NA,Germany
1600,6,NA,Germany
1600,15,NA,Germany
1600,22,NA,Germany
1600,3,NA,Germany
1600,1,NA,Germany
1600,12,NA,Germany
1600,24,NA,Germany
1600,9,NA,Germany
1610,7,NA,Germany
1610,4,NA,Germany
1610,9,NA,Germany
1610,5,NA,Germany
1610,9,NA,Germany
1610,2,NA,Germany
1610,11,NA,Germany
1610,3,NA,Germany
1610,24,NA,Germany
1620,2,NA,Germany
1620,23,NA,Germany
1620,2,NA,Germany
1620,1,NA,Germany
1620,13,NA,Germany
1620,16,NA,Germany
1620,1,NA,Germany
1470,1,1,Switzerland
1470,1,0,Switzerland
1480,1,NA,Switzerland
1350,1,0,France
1350,2,0,France
1450,1,1,France
1470,1,1,France
1320,3,1,France
1390,1,0,France
1440,1,1,France
1450,1,NA,France
1450,11,7,France
1470,1,NA,France
1480,1,0,France
1480,1,0,France
1480,1,NA,France
1480,1,NA,France
1480,1,NA,France
1480,1,NA,France
1480,1,NA,France
1480,1,NA,France
1490,1,0,France
1490,1,0,France
1490,1,0,France
1490,1,NA,France
1390,1,1,France
1320,1,1,Germany
1430,1,1,Germany
1440,1,1,Germany
1450,1,NA,Germany
1450,3,1,Germany
1450,1,1,Germany
1470,1,NA,Germany
1480,40,NA,Germany
1480,8,2,Germany
1490,2,NA,Germany
1490,1,NA,Germany
1490,1,1,Germany
1480,1,1,Switzerland
1390,1,0,Switzerland
1400,1,0,Switzerland
1410,1,0,Switzerland
1410,2,0,Switzerland
1430,1,0,Switzerland
1450,1,NA,Switzerland
1450,1,1,Switzerland
1300,1,0,Germany
1340,1,0,Germany
1340,1,0,Germany
1370,1,0,Germany
1380,1,0,Germany
1390,1,0,Germany
1400,2,0,Germany
1410,1,0,Germany
1420,1,0,Germany
1420,1,0,Germany
1430,1,0,Germany
1430,1,1,Germany
1430,1,0,Germany
1440,1,0,Germany
1440,3,NA,Germany
1450,1,NA,Germany
1460,3,0,Germany
1460,1,0,Germany
1460,1,NA,Germany
1470,1,0,Germany
1470,1,0,Germany
1470,1,0,Germany
1470,1,0,Germany
1480,2,0,Germany
1480,1,1,Germany
1480,1,0,Germany
1490,1,1,Germany
1390,1,1,Germany
1400,1,1,Germany
1420,1,1,Germany
1440,2,2,Germany
1390,1,NA,Switzerland
1440,1,NA,Switzerland
1440,1,NA,Switzerland
1450,1,NA,Switzerland
1460,1,NA,Switzerland
1460,1,1,Switzerland
1460,1,NA,Switzerland
1470,1,1,Switzerland
1470,1,NA,Switzerland
1470,2,NA,Switzerland
1470,14,NA,Switzerland
1470,1,NA,Switzerland
1470,1,NA,Switzerland
1470,1,NA,Switzerland
1480,1,NA,Switzerland
1480,1,NA,Switzerland
1480,1,NA,Switzerland
1480,1,NA,Switzerland
1480,1,0,Switzerland
1430,1,0,France
1430,1,1,France
1450,1,NA,France
1470,1,1,France
1480,1,1,France
1480,1,1,France
1330,14,14,Germany
1380,5,0,Germany
1380,1,0,Belgium
1430,1,0,Spain
1430,1,0,Spain
1450,1,1,Spain
1300,1,NA,France
1310,1,0,France
1330,6,NA,France
1450,1,1,Italy
1460,1,NA,Italy
1490,1,NA,Italy
1300,1,0,United Kingdom
1300,1,0,United Kingdom
1300,1,0,United Kingdom
1310,1,0,United Kingdom
1310,1,1,United Kingdom
1320,28,NA,United Kingdom
1330,1,NA,United Kingdom
1330,3,NA,United Kingdom
1330,1,0,United Kingdom
1360,1,1,United Kingdom
1370,1,0,United Kingdom
1370,1,0,United Kingdom
1380,2,0,United Kingdom
1380,1,1,United Kingdom
1410,1,0,United Kingdom
1410,1,0,United Kingdom
1420,2,NA,United Kingdom
1430,7,0,United Kingdom
1430,3,0,United Kingdom
1430,1,0,United Kingdom
1430,1,0,United Kingdom
1440,2,NA,United Kingdom
1440,3,2,United Kingdom
1440,1,0,United Kingdom
1440,2,0,United Kingdom
1440,1,0,United Kingdom
1440,1,NA,United Kingdom
1450,1,NA,United Kingdom
1450,1,NA,United Kingdom
1450,1,NA,United Kingdom
1450,1,NA,United Kingdom
1450,1,NA,United Kingdom
1460,2,NA,United Kingdom
1460,1,0,United Kingdom
1470,1,NA,United Kingdom
1470,1,0,United Kingdom
1470,1,NA,United Kingdom
1480,1,NA,United Kingdom
1480,1,NA,United Kingdom
1480,1,NA,United Kingdom
1480,2,NA,United Kingdom
1490,1,NA,United Kingdom
1490,1,0,United Kingdom
1490,1,NA,United Kingdom
1490,3,NA,United Kingdom
1490,1,NA,United Kingdom
1490,1,NA,United Kingdom
1490,1,NA,United Kingdom
1490,1,NA,United Kingdom
1390,1,0,Switzerland
1390,1,0,Switzerland
1420,2,0,Switzerland
1420,1,0,Switzerland
1430,1,0,Switzerland
1430,1,1,Switzerland
1430,1,1,Switzerland
1430,2,2,Switzerland
1440,6,5,Switzerland
1440,8,8,Switzerland
1440,1,1,Switzerland
1450,4,4,Switzerland
1450,1,1,Switzerland
1450,1,NA,Switzerland
1460,2,2,Switzerland
1470,2,2,Switzerland
1470,5,NA,Switzerland
1480,2,NA,Switzerland
1480,1,1,Switzerland
1490,1,1,Switzerland
1400,3,0,Netherlands
1420,1,0,Netherlands
1460,1,0,Netherlands
1470,1,1,Netherlands
1490,3,NA,Netherlands
1400,1,NA,Switzerland
1430,1,0,Poland
1440,2,2,Germany
1450,1,1,Germany
1480,1,1,Germany
1430,1,1,France
1440,1,NA,France
1440,1,1,France
1450,1,NA,France
1400,1,0,Germany
1450,2,1,Germany
1470,3,0,Germany
1480,1,1,Germany
1490,1,NA,Germany
1300,3,2,France
1310,1,NA,France
1310,3,3,France
1310,1,NA,France
1310,1,NA,France
1320,2,1,France
1330,1,NA,France
1380,1,0,France
1390,2,2,France
1390,2,2,France
1390,2,2,France
1390,2,0,France
1390,1,1,France
1390,1,1,France
1400,1,0,France
1400,4,4,France
1400,1,0,France
1430,1,NA,France
1450,1,NA,France
1350,2,NA,Czech Republic
1320,12,1,Ireland
1310,1,0,France
1320,1,0,France
1330,2,NA,France
1340,1,0,France
1410,1,0,France
1430,1,0,France
1450,1,1,France
1490,1,NA,France
1420,1,1,Italy
1420,1,1,Italy
1460,1,NA,Italy
1360,1,NA,Italy
1380,1,0,Italy
1390,1,1,Italy
1390,1,1,Italy
1450,1,NA,Italy
1450,1,NA,Italy
1450,1,1,Italy
1460,1,0,Italy
1470,1,0,Italy
1470,1,0,Italy
1480,1,NA,Italy
1480,1,NA,Italy
1480,40,40,Italy
1480,1,NA,Italy
1370,2,0,France
1370,4,4,France
1400,1,0,France
1440,1,1,France
1440,3,1,France
1450,1,NA,France
1450,4,4,France
1470,1,1,France
1480,1,1,France
1480,12,11,France
1480,4,4,France
1480,35,29,France
1490,1,NA,France
1450,2,2,Poland
1450,1,0,Poland
1460,2,0,Poland
1480,1,1,Poland
1480,1,0,Poland
1480,1,0,Poland
1490,2,NA,Poland
1390,1,0,Switzerland
1400,1,0,Switzerland
1400,1,0,Switzerland
1400,1,0,Switzerland
1410,1,0,Switzerland
1420,1,1,Switzerland
1420,1,0,Switzerland
1430,5,0,Switzerland
1450,1,NA,Switzerland
1450,1,NA,Switzerland
1450,1,1,Switzerland
1460,1,1,Switzerland
1460,1,1,Switzerland
1460,1,NA,Switzerland
1460,1,NA,Switzerland
1460,1,NA,Switzerland
1460,1,NA,Switzerland
1470,1,0,Switzerland
1480,1,NA,Switzerland
1480,1,0,Switzerland
1480,1,NA,Switzerland
1480,1,NA,Switzerland
1480,1,NA,Switzerland
1480,1,1,Switzerland
1480,1,NA,Switzerland
1480,1,NA,Switzerland
1480,1,NA,Switzerland
1490,1,NA,Switzerland
1490,1,1,Switzerland
1490,1,NA,Switzerland
1490,2,2,Switzerland
1490,1,NA,Switzerland
1490,1,NA,Switzerland
1490,1,0,Switzerland
1490,2,NA,Switzerland
1490,1,1,Switzerland
1490,1,NA,Switzerland
1490,1,NA,Switzerland
1490,1,NA,Switzerland
1320,1,NA,Italy
1320,6,NA,France
1320,1,NA,France
1320,2,NA,France
1320,1,0,France
1330,5,NA,France
1430,1,0,Switzerland
1430,1,1,Switzerland
1480,4,4,Switzerland
1490,1,1,Switzerland
1310,1,NA,Austria
1440,4,3,Germany
1470,1,0,Germany
1470,2,2,Germany
1490,2,2,Germany
1490,1,NA,Germany
1300,1,0,France
1370,1,0,France
1380,1,0,France
1400,1,0,France
1440,1,1,France
1440,2,2,France
1450,1,1,France
1450,2,NA,France
1450,1,NA,France
1450,34,12,France
1450,1,NA,France
1460,1,NA,France
1460,1,1,France
1470,1,NA,France
1480,1,0,France
1320,1,NA,Germany
1400,1,0,Germany
1430,1,0,Germany
1440,1,0,Germany
1450,1,NA,Germany
1460,1,NA,Germany
1480,1,1,Germany
1480,1,NA,Germany
1480,2,2,Germany
1480,1,0,Germany
1490,1,NA,Germany
1490,2,NA,Germany
1490,1,NA,Germany
1490,1,1,Germany
1440,1,1,France
1390,1,NA,France
1460,1,1,France
1460,1,NA,France
1460,1,1,France
1480,3,2,France
1340,1,NA,Italy
1380,1,NA,Italy
1470,3,3,Italy
1470,2,NA,Italy
1470,5,5,Italy
1470,1,1,France
1310,1,1,France
1310,1,NA,France
1310,1,NA,France
1320,2,NA,France
1330,1,NA,France
1330,2,NA,France
1330,2,NA,France
1430,1,1,France
1430,1,0,France
1420,1,1,Germany
1480,1,0,Germany
1490,30,30,Germany
1330,1,0,France
1410,1,1,France
1420,167,167,France
1430,1,1,France
1440,1,1,France
1440,1,1,France
1440,1,NA,France
1450,1,NA,France
1450,2,2,France
1450,1,1,France
1450,1,1,France
1450,3,3,France
1450,4,NA,France
1450,1,1,France
1460,1,NA,France
1460,8,8,France
1470,1,NA,France
1480,2,NA,France
1480,1,NA,France
1480,1,1,France
1490,1,1,France
1490,1,1,France
1420,1,0,Germany
1340,1,NA,Austria
1490,1,0,Switzerland
1470,1,1,United Kingdom
1380,1,0,Switzerland
1450,1,1,Switzerland
1450,1,NA,Switzerland
1460,1,NA,Switzerland
1490,1,1,Switzerland
1490,1,1,Switzerland
1430,1,0,Switzerland
1430,1,0,Switzerland
1450,1,1,Switzerland
1450,32,NA,Switzerland
1480,1,1,Switzerland
1430,2,0,Austria
1430,1,0,Austria
1480,57,NA,Austria
1370,1,0,Italy
1370,1,0,Italy
1380,1,NA,Italy
1380,1,1,Italy
1390,1,0,Italy
1390,1,0,Italy
1400,1,0,Italy
1400,1,0,Italy
1410,1,0,Italy
1420,2,0,Italy
1420,1,1,Italy
1370,2,1,Italy
1450,2,0,Italy
1420,1,1,Italy
1440,1,1,Italy
1460,1,NA,Italy
1320,1,0,Netherlands
1370,1,0,Netherlands
1410,1,0,Netherlands
1420,1,0,Netherlands
1440,2,NA,Netherlands
1440,1,0,Netherlands
1400,1,0,Switzerland
1420,100,100,Switzerland
1420,1,1,Switzerland
1440,1,NA,Switzerland
1440,1,NA,Switzerland
1440,2,NA,Switzerland
1440,1,NA,Switzerland
1450,1,1,France
1450,1,NA,Switzerland
1450,1,NA,Switzerland
1460,1,1,Switzerland
1480,2,2,Switzerland
1430,1,0,Switzerland
1430,1,0,Switzerland
1440,1,1,Switzerland
1440,1,NA,Switzerland
1440,1,0,Switzerland
1440,1,NA,Switzerland
1440,1,NA,Switzerland
1450,1,1,Switzerland
1450,1,NA,Switzerland
1460,1,1,Switzerland
1460,1,NA,Switzerland
1460,1,1,Switzerland
1460,1,NA,Switzerland
1470,1,NA,Switzerland
1470,1,NA,Switzerland
1470,1,NA,Switzerland
1470,1,NA,Switzerland
1480,1,NA,Switzerland
1480,1,NA,Switzerland
1480,1,1,Switzerland
1480,2,2,Switzerland
1480,1,NA,Switzerland
1490,1,NA,Switzerland
1490,1,NA,Switzerland
1490,1,NA,Switzerland
1490,1,NA,Switzerland
1390,1,1,Italy
